x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4741179645061493,0.717747151851654,6.360163524732343e-07,0.3963348865509033,0.6902245879173279,-0.041515979915857315,0.3319894075393677,0.607679009437561,-0.06537411361932755,0.28719380497932434,0.5347563028335571,-0.08497952669858932,0.24059540033340454,0.4825728237628937,-0.10618742555379868,0.39766013622283936,0.4638121724128723,-0.06153377890586853,0.37312617897987366,0.3468743562698364,-0.09579543769359589,0.3553560972213745,0.2728005647659302,-0.11961213499307632,0.3419255018234253,0.2040979564189911,-0.1379011571407318,0.4536576271057129,0.45325565338134766,-0.06613115221261978,0.45702847838401794,0.3163527250289917,-0.09704263508319855,0.4604767858982086,0.22513821721076965,-0.12053373456001282,0.46442484855651855,0.14252260327339172,-0.13871073722839355,0.5032751560211182,0.47472724318504333,-0.0747344121336937,0.5261813402175903,0.3506704568862915,-0.11154789477586746,0.5408886075019836,0.27163228392601013,-0.13537748157978058,0.551406741142273,0.19694247841835022,-0.15187235176563263,0.547312319278717,0.5180213451385498,-0.08586578071117401,0.5919983983039856,0.4382440447807312,-0.12359845638275146,0.6223872900009155,0.3842284083366394,-0.14158634841442108,0.6460027694702148,0.32932156324386597,-0.15330225229263306,0.0
0.4302063286304474,0.7912057638168335,7.652458293705422e-07,0.34231796860694885,0.7669780254364014,-0.0513809435069561,0.2709771394729614,0.684444785118103,-0.08142649382352829,0.22075426578521729,0.605290412902832,-0.10546565055847168,0.16796444356441498,0.5484999418258667,-0.1308314949274063,0.33716055750846863,0.5321341753005981,-0.07624238729476929,0.31112632155418396,0.4067968726158142,-0.11366837471723557,0.29219475388526917,0.32807767391204834,-0.13808110356330872,0.276788592338562,0.25517696142196655,-0.15709653496742249,0.397502064704895,0.5196667313575745,-0.07908158004283905,0.4017243981361389,0.37429651618003845,-0.11460994184017181,0.40516573190689087,0.2763741910457611,-0.14018040895462036,0.40877532958984375,0.18825259804725647,-0.1599416732788086,0.4509562849998474,0.5428673624992371,-0.08642292022705078,0.47472283244132996,0.41341787576675415,-0.12948761880397797,0.4881109893321991,0.32709401845932007,-0.15723299980163574,0.497724711894989,0.24348315596580505,-0.17634204030036926,0.4989430010318756,0.5895512104034424,-0.09655710309743881,0.5440367460250854,0.5051007270812988,-0.14065568149089813,0.575329601764679,0.44860145449638367,-0.16190959513187408,0.5995348691940308,0.3898596167564392,-0.17587566375732422,0.0
0.4296681880950928,0.7966274619102478,7.839460636205331e-07,0.34182009100914,0.7733952403068542,-0.05295334383845329,0.27107709646224976,0.6895401477813721,-0.08384763449430466,0.22137756645679474,0.6085267663002014,-0.10841798782348633,0.16751107573509216,0.5524752736091614,-0.13452792167663574,0.3358006775379181,0.5360486507415771,-0.07986845821142197,0.3103351294994354,0.4087876081466675,-0.11834059655666351,0.29155081510543823,0.32938051223754883,-0.1432134509086609,0.2761645019054413,0.25554487109184265,-0.16266945004463196,0.3972013592720032,0.5246382355690002,-0.0826256200671196,0.4013248085975647,0.3777881860733032,-0.11940053105354309,0.40482446551322937,0.27950602769851685,-0.14584875106811523,0.4085538387298584,0.19006609916687012,-0.16633892059326172,0.4514435827732086,0.5490267276763916,-0.08983033150434494,0.47604572772979736,0.418174147605896,-0.13437917828559875,0.49016472697257996,0.3310941457748413,-0.16304703056812286,0.5003041625022888,0.2462066411972046,-0.18286781013011932,0.5002689957618713,0.5968295335769653,-0.09983735531568527,0.546252429485321,0.5127201676368713,-0.145565927028656,0.5777986645698547,0.4559074640274048,-0.16778142750263214,0.6020750999450684,0.3960888981819153,-0.1824687272310257,0.0
0.43056461215019226,0.8035281896591187,8.00788143351383e-07,0.3410126864910126,0.7791767120361328,-0.05219855159521103,0.2703397274017334,0.6926865577697754,-0.08221829682588577,0.22140422463417053,0.6108889579772949,-0.10607533156871796,0.16765767335891724,0.5545975565910339,-0.13131660223007202,0.3367648124694824,0.5390980243682861,-0.07738709449768066,0.3111448585987091,0.4109970033168793,-0.11506517976522446,0.29259273409843445,0.3308046758174896,-0.1393529176712036,0.2773441970348358,0.2567136883735657,-0.15844333171844482,0.39845144748687744,0.5278082489967346,-0.08041412383317947,0.40286970138549805,0.37975558638572693,-0.11678576469421387,0.4065331518650055,0.2801382541656494,-0.14312756061553955,0.41027596592903137,0.18972590565681458,-0.1632997691631317,0.4525753855705261,0.5530442595481873,-0.08793522417545319,0.4775753915309906,0.4218968451023102,-0.13274908065795898,0.49140602350234985,0.33388814330101013,-0.1618492305278778,0.5012819766998291,0.2475760579109192,-0.18171638250350952,0.5012274384498596,0.6024699211120605,-0.09812843054533005,0.5491636991500854,0.519005298614502,-0.14436115324497223,0.5815990567207336,0.4620703160762787,-0.16680210828781128,0.6064826250076294,0.40162527561187744,-0.18143050372600555,0.0
0.43170166015625,0.8087705373764038,8.15107625840028e-07,0.34152117371559143,0.7839298844337463,-0.054600562900304794,0.2709333002567291,0.6964085102081299,-0.08603644371032715,0.2214559018611908,0.6132744550704956,-0.11091430485248566,0.16641636192798615,0.5541510581970215,-0.13718093931674957,0.3369064927101135,0.542084276676178,-0.08013943582773209,0.3122090697288513,0.4119066596031189,-0.11929856240749359,0.293628990650177,0.33083727955818176,-0.14489692449569702,0.2781170904636383,0.2554043233394623,-0.16487960517406464,0.3996826708316803,0.5309492349624634,-0.08250067383050919,0.40454351902008057,0.38168030977249146,-0.11980893462896347,0.4079011082649231,0.2814963459968567,-0.14706967771053314,0.41118472814559937,0.18989554047584534,-0.16809554398059845,0.45488959550857544,0.5562947988510132,-0.08955004811286926,0.4803697168827057,0.42313051223754883,-0.13495483994483948,0.49405211210250854,0.3346090018749237,-0.16429279744625092,0.5036527514457703,0.2476990520954132,-0.1844601184129715,0.5043010115623474,0.6055642366409302,-0.0995076596736908,0.5514352321624756,0.5201458930969238,-0.14623555541038513,0.5835364460945129,0.46220260858535767,-0.16896270215511322,0.6081965565681458,0.4005560576915741,-0.18387016654014587,0.0
0.4296135902404785,0.8123027086257935,8.166078941940214e-07,0.3408315181732178,0.7858597636222839,-0.05495736002922058,0.2714524269104004,0.6975148916244507,-0.08707126975059509,0.22178275883197784,0.6134161353111267,-0.11262905597686768,0.16602185368537903,0.5545778870582581,-0.13968031108379364,0.3385997712612152,0.5419450402259827,-0.08082887530326843,0.3138873875141144,0.4113638401031494,-0.12058594822883606,0.2956586182117462,0.3300052881240845,-0.14684754610061646,0.2804447412490845,0.2540806531906128,-0.16731958091259003,0.4016689360141754,0.5323015451431274,-0.08341587334871292,0.40641623735427856,0.38279402256011963,-0.12165743857622147,0.4098856747150421,0.28207194805145264,-0.14982587099075317,0.4130977988243103,0.18920156359672546,-0.17144888639450073,0.45708465576171875,0.5588309168815613,-0.09064112603664398,0.4811091423034668,0.42482900619506836,-0.13678474724292755,0.49482637643814087,0.335427463054657,-0.16659995913505554,0.5048218369483948,0.24772879481315613,-0.18698102235794067,0.506385326385498,0.6088521480560303,-0.10075899958610535,0.5522465705871582,0.5216274857521057,-0.1477394849061966,0.5844384431838989,0.4628736972808838,-0.17047883570194244,0.6093431711196899,0.40049922466278076,-0.18536542356014252,0.0
0.4333963096141815,0.81592857837677,7.996875410754001e-07,0.34156808257102966,0.7886604070663452,-0.052800633013248444,0.2706175744533539,0.6992474794387817,-0.08359792083501816,0.22274471819400787,0.6150330305099487,-0.10815927386283875,0.1688680350780487,0.5559993982315063,-0.13434389233589172,0.3386673927307129,0.5451145172119141,-0.08000733703374863,0.31490465998649597,0.41281750798225403,-0.12011639028787613,0.2972496449947357,0.3302714228630066,-0.14640295505523682,0.2820565700531006,0.2541917562484741,-0.16659727692604065,0.4021294116973877,0.5354350805282593,-0.08326531201601028,0.40804624557495117,0.384319543838501,-0.12165245413780212,0.41280627250671387,0.28286322951316833,-0.14974673092365265,0.4169403910636902,0.1901150345802307,-0.17117783427238464,0.45804330706596375,0.561286211013794,-0.09100303798913956,0.4830774664878845,0.42724519968032837,-0.13664557039737701,0.4975021779537201,0.33717018365859985,-0.16671337187290192,0.5076212286949158,0.24979662895202637,-0.18729838728904724,0.5082686543464661,0.6105363965034485,-0.10146738588809967,0.5554287433624268,0.5227182507514954,-0.1476733237504959,0.5881792902946472,0.4631483256816864,-0.170511856675148,0.6135549545288086,0.4003235995769501,-0.18555408716201782,0.0
0.4337398409843445,0.817550778388977,8.448135417893354e-07,0.3416752517223358,0.7912560105323792,-0.05632331594824791,0.2709336280822754,0.7004495859146118,-0.08844994753599167,0.22174039483070374,0.6147794127464294,-0.11369047313928604,0.16658928990364075,0.55585777759552,-0.14050933718681335,0.33959200978279114,0.5472931861877441,-0.0827006846666336,0.3159618377685547,0.41414451599121094,-0.12307219952344894,0.29822805523872375,0.3305628001689911,-0.14962604641914368,0.2838582694530487,0.25269240140914917,-0.17027609050273895,0.4041129946708679,0.536635160446167,-0.08461584895849228,0.40971899032592773,0.384652704000473,-0.12319587171077728,0.4143596291542053,0.282284677028656,-0.1517636775970459,0.4193001389503479,0.18760409951210022,-0.17376495897769928,0.46068063378334045,0.5625705718994141,-0.09120962023735046,0.48606938123703003,0.42636775970458984,-0.1377439945936203,0.5000943541526794,0.3361036777496338,-0.16826215386390686,0.510608434677124,0.24811318516731262,-0.1891387701034546,0.5114096999168396,0.6122873425483704,-0.10076608508825302,0.5592207908630371,0.5248587727546692,-0.14826881885528564,0.5924772024154663,0.4648236930370331,-0.17176084220409393,0.6184439659118652,0.40128326416015625,-0.18716515600681305,0.0
0.4331244230270386,0.8222070336341858,8.327427281074051e-07,0.3414374589920044,0.7931569814682007,-0.05457288771867752,0.2705005407333374,0.7022974491119385,-0.08602460473775864,0.22144107520580292,0.6171685457229614,-0.11091922968626022,0.16766387224197388,0.5560481548309326,-0.13716061413288116,0.3394775688648224,0.5458449125289917,-0.08026183396577835,0.31554415822029114,0.4110524356365204,-0.1198255866765976,0.29777052998542786,0.3270832300186157,-0.1457483470439911,0.2833194136619568,0.2495710551738739,-0.1658419370651245,0.4043272137641907,0.5362308621406555,-0.08271041512489319,0.4104376435279846,0.38304388523101807,-0.12061180919408798,0.4156098961830139,0.28029245138168335,-0.14874325692653656,0.4206230342388153,0.18637371063232422,-0.17033751308918,0.461250901222229,0.5625737905502319,-0.08978918194770813,0.48699653148651123,0.42652589082717896,-0.13551506400108337,0.5021461844444275,0.3354792594909668,-0.16571852564811707,0.5133945941925049,0.2470160722732544,-0.1864144206047058,0.5123740434646606,0.6128532290458679,-0.09974344819784164,0.5607755780220032,0.5243421196937561,-0.14631018042564392,0.5949647426605225,0.4638771116733551,-0.16932815313339233,0.6216683387756348,0.40031182765960693,-0.18441060185432434,0.0
0.43329790234565735,0.824173092842102,8.213521596189821e-07,0.34126055240631104,0.7955672740936279,-0.053459130227565765,0.2701622545719147,0.703702449798584,-0.08402027189731598,0.22136841714382172,0.6172636151313782,-0.10832371562719345,0.16637416183948517,0.5577661395072937,-0.13406236469745636,0.34065747261047363,0.548670768737793,-0.07876092940568924,0.31672975420951843,0.4126310646533966,-0.11806909739971161,0.2989311218261719,0.32839900255203247,-0.14359070360660553,0.2843203544616699,0.250865638256073,-0.16319125890731812,0.4056704044342041,0.5385133624076843,-0.08160507678985596,0.4121606647968292,0.38303929567337036,-0.11918922513723373,0.4170837700366974,0.27898460626602173,-0.146771639585495,0.421794056892395,0.18474909663200378,-0.1677582710981369,0.4629512429237366,0.5638307929039001,-0.08907615393400192,0.48909494280815125,0.426305890083313,-0.13456739485263824,0.503993570804596,0.33506888151168823,-0.16417759656906128,0.514803409576416,0.24712008237838745,-0.18416710197925568,0.5145754218101501,0.6125645637512207,-0.09935924410820007,0.5631921291351318,0.522641122341156,-0.14536136388778687,0.597649097442627,0.46181827783584595,-0.16771109402179718,0.6245041489601135,0.3983825445175171,-0.1821669638156891,0.0
